gender,ug_course,ug_specialization,interests,skills,cgpa,has_certification,certification_title,is_working,masters_field,job_title
Male,BSc,Business Administration,"Leadership, Market Research, Cooking, Product Strategy","SQL, Communication, JIRA, Agile, Problem Solving",7.36,Yes,Google Project Management,Yes,No Masters,Product Manager
Male,BBA,Business Administration,"Gaming, Data Analysis, Business Strategy","Linux, Power BI, Excel, Project Management, Communication",6.43,No,None,No,No Masters,Business Analyst
Female,BCA,Computer Science,"App Development, Design, Programming, Sports","Linux, Flutter, Kotlin, Excel",6.62,Yes,Flutter Development Bootcamp,Yes,No Masters,Mobile App Developer
Female,BCA,Software Engineering,"Software Development, Cooking, Programming, Problem Solving","Git, Python, Excel, Java",7.83,Yes,Google Associate Engineer,Yes,MS in Software Engineering,Software Engineer
Female,BSc,Web Technology,"Cooking, Frontend Development","React, Node.js, JavaScript",6.97,Yes,Full Stack Web Development,Yes,M.Tech in CS,Web Developer
Female,B.Tech,Physics,"Mathematics, Research","SQL, Teamwork, Deep Learning",8.9,No,None,Yes,M.Tech in AI,AI Research Scientist
Female,B.Tech,Computer Science,"Market Research, Product Strategy, Leadership, Gaming","Data Analysis, JIRA, Teamwork",7.06,Yes,Certified Product Manager,Yes,M.Tech in CS,Product Manager
Female,BSc,Information Technology,"Networking, Sports","Python, Git, Ethical Hacking",8.68,No,None,No,MS in Information Security,Cybersecurity Analyst
Female,BSc,Software Engineering,"Problem Solving, Sports, Programming, Software Development","Java, Linux, C++",6.95,No,None,No,MS in Software Engineering,Software Engineer
Male,BCA,Computer Science,"Graphic Design, Cooking, Creativity","Prototyping, Communication, Sketch",7.6,Yes,Figma Certificate,Yes,M.Des,UI/UX Designer
Male,BSc,Mathematics,"Data Analysis, Statistics, Machine Learning, Travel","R, Python, Problem Solving, Machine Learning, SQL",7.22,No,None,Yes,No Masters,Data Scientist
Male,BCA,Computer Science,"Backend, Database Management","Git, SQL, MySQL, Oracle, MongoDB",7.49,No,None,Yes,M.Tech in CS,Database Administrator
Female,BSc,Business Administration,"Product Strategy, Music, Leadership","Agile, Excel, Communication, Problem Solving, Roadmapping",6.82,Yes,Scrum Master PSM,Yes,MBA,Product Manager
Female,BCom,Business Administration,"Reading, Consulting","Project Management, Communication, Excel, Git",7.43,No,None,Yes,MCA,IT Consultant
Female,B.Tech,Business Administration,"Product Strategy, Market Research","Data Analysis, Communication, Roadmapping, Teamwork",7.31,No,None,Yes,M.Tech in CS,Product Manager
Female,BSc,Statistics,"Mathematics, Research","NLP, Python, Mathematics, Problem Solving",8.98,Yes,NLP Specialization,No,M.Tech in AI,AI Research Scientist
Male,B.Tech,Management,"Data Analysis, Business Strategy, Music","Project Management, SQL, Excel, Communication, Teamwork",7.99,Yes,PMI-PBA,No,MCA,Business Analyst
Female,B.Tech,Software Engineering,"Software Development, Travel, Problem Solving, Programming","Python, Linux, Java, SQL, C++",7.81,Yes,AWS Certified Developer,Yes,No Masters,Software Engineer
Male,B.Tech,Electronics,"Automation, Sports","Teamwork, Docker, Linux, AWS, CI/CD",8.0,Yes,Kubernetes CKA,Yes,No Masters,DevOps Engineer
Male,BCA,Mathematics,"Data Modeling, Backend, Photography, Database Management","Git, MongoDB, Teamwork",6.44,Yes,PostgreSQL Associate,Yes,No Masters,Database Administrator
Male,BCA,Computer Science,"Database Management, Gaming, Backend, Data Modeling","MySQL, MongoDB, PostgreSQL, Oracle",8.16,No,None,Yes,No Masters,Database Administrator
Female,BSc,Electronics,"Research, Music, Deep Learning","PyTorch, Machine Learning, Python, TensorFlow",7.52,No,None,No,MS in Machine Learning,Machine Learning Engineer
Male,B.Tech,Mathematics,"Sports, Machine Learning, Data Analysis, Statistics","Teamwork, Machine Learning, SQL, Communication",7.61,Yes,IBM Data Science,No,M.Tech in Data Science,Data Scientist
Male,B.Tech,Computer Science,"Cooking, Data Analysis","Communication, Excel, Power BI",7.48,Yes,CBAP Certification,No,MS in Business Analytics,Business Analyst
Male,B.Tech,Information Technology,"Hardware, Sports","TCP/IP, CCNA, Firewalls, Routing, Excel",7.31,No,None,Yes,No Masters,Network Engineer
Male,BSc,Mathematics,"Machine Learning, Data Analysis, Statistics, Music","Python, SQL, R, Linux",7.36,No,None,Yes,MS in Statistics,Data Scientist
Male,B.Tech,Computer Science,"System Administration, Hardware, Networking, Photography","Excel, TCP/IP, Routing",8.75,Yes,CompTIA Network+,Yes,No Masters,Network Engineer
Male,BSc,Information Technology,"Frontend Development, Music, Web Design","Node.js, Problem Solving, Linux, HTML",6.66,No,None,Yes,No Masters,Web Developer
Male,B.Tech,Computer Science,"Travel, Mathematics, Research, Artificial Intelligence","NLP, Linux, Python, Communication, Research Writing",9.9,Yes,NLP Specialization,Yes,M.Tech in AI,AI Research Scientist
Female,BCom,Business Administration,"Data Analysis, Photography","SQL, Power BI, Project Management, Excel",6.35,Yes,Google Data Analytics,Yes,No Masters,Business Analyst
Male,BSc,Information Technology,"Gaming, Cloud Infrastructure, Networking","Terraform, Azure, Linux, SQL",7.87,No,None,Yes,M.Tech in Cloud,Cloud Engineer
Female,B.Tech,Design,"Graphic Design, Creativity, User Experience, Gaming","Sketch, Photoshop, Git",5.65,Yes,Adobe XD Certification,Yes,M.Des,UI/UX Designer
Female,BBA,Commerce,"Data Analysis, Sports, Business Strategy","Problem Solving, SQL, Excel",8.23,Yes,CBAP Certification,Yes,MCA,Business Analyst
Female,BCA,Information Technology,"Design, Cooking","Flutter, Java, Git, Swift",8.89,Yes,Google Associate Android Developer,Yes,No Masters,Mobile App Developer
Female,BSc,Information Technology,"Cloud Infrastructure, Networking, Gaming","AWS, Azure, Problem Solving, Communication",8.1,No,None,Yes,M.Tech in Cloud,Cloud Engineer
Male,BSc,Information Technology,"Backend, Database Management, Data Modeling","Teamwork, SQL, Oracle, PostgreSQL",6.59,No,None,Yes,M.Tech in CS,Database Administrator
Male,BSc,Electronics,"Deep Learning, Cooking, Research","PyTorch, TensorFlow, Mathematics",8.79,Yes,Deep Learning Specialization,Yes,M.Tech in AI,Machine Learning Engineer
Female,BCA,Computer Science,"Problem Solving, Reading, Programming, Software Development","Java, Communication, SQL, Python, C++",7.05,Yes,Microsoft Azure Fundamentals,Yes,No Masters,Software Engineer
Female,BCA,Computer Science,"Travel, UI Design, Web Design, Frontend Development","Git, JavaScript, CSS, HTML",7.08,No,None,Yes,No Masters,Web Developer
Male,BBA,Computer Science,"Data Analysis, Music","Project Management, Problem Solving, Communication",8.43,Yes,CBAP Certification,Yes,MBA,Business Analyst
Male,B.Tech,Mathematics,"Deep Learning, Research, Artificial Intelligence, Reading","TensorFlow, Excel, Mathematics, Python, PyTorch",8.96,No,None,Yes,MS in Machine Learning,Machine Learning Engineer
Male,B.Tech,Electronics,"Cooking, Networking, Cloud Infrastructure","Linux, SQL, GCP",9.18,Yes,AWS Solutions Architect,No,MS in Computer Networks,Cloud Engineer
Male,BSc,Management,"Leadership, Product Strategy, Reading","Roadmapping, JIRA, Agile",8.6,Yes,Scrum Master PSM,Yes,No Masters,Product Manager
Male,B.Tech,Electronics,"Gaming, Automation, Cloud Infrastructure","Excel, Problem Solving, GCP",7.24,Yes,CompTIA Cloud+,Yes,MS in Computer Networks,Cloud Engineer
Male,BSc,Information Technology,"Cyber Security, Photography","Git, Cryptography, Teamwork, Linux, Ethical Hacking",8.92,Yes,CompTIA Security+,Yes,No Masters,Cybersecurity Analyst
Male,BCA,Information Technology,"Travel, Design, Programming","React Native, Flutter, Communication, Problem Solving",7.28,No,None,Yes,M.Tech in CS,Mobile App Developer
Male,BCA,Software Engineering,"App Development, Design, Programming, Gaming","Kotlin, SQL, Java, Excel, React Native",7.39,Yes,Google Associate Android Developer,No,M.Tech in CS,Mobile App Developer
Female,BCA,Computer Science,"Statistics, Machine Learning, Data Analysis","R, Machine Learning, Python, SQL, Tableau",7.99,Yes,DataCamp Data Scientist,Yes,No Masters,Data Scientist
Male,BSc,Computer Science,"Research, Deep Learning, Artificial Intelligence","Git, TensorFlow, Mathematics, Linux",7.96,Yes,TensorFlow Developer Certificate,No,No Masters,Machine Learning Engineer
Female,BSc,Statistics,"Statistics, Machine Learning, Data Analysis, Photography","Tableau, SQL, Python",8.32,No,None,Yes,M.Tech in Data Science,Data Scientist
Female,BSc,Web Technology,"UI Design, Web Design, Gaming","CSS, SQL, Excel, React",7.98,Yes,Full Stack Web Development,Yes,M.Tech in CS,Web Developer
Female,BCom,Management,"Photography, Data Analysis, Business Strategy","Project Management, Power BI, Teamwork, Communication, Excel",7.36,No,None,Yes,MS in Business Analytics,Business Analyst
Female,BBA,Computer Science,"Management, Gaming","SQL, Project Management, Problem Solving",7.99,Yes,CBAP Certification,No,MS in Business Analytics,Business Analyst
Female,B.Tech,Computer Science,"Cyber Security, Ethical Hacking","Network Security, Git, Ethical Hacking, Linux",8.18,Yes,CEH Ethical Hacker,No,MS in Information Security,Cybersecurity Analyst
Male,B.Tech,Information Technology,"Cooking, App Development, Design, Programming","React Native, Kotlin, Swift, Flutter, Communication",7.52,No,None,No,MCA,Mobile App Developer
Male,BSc,Mathematics,"Machine Learning, Statistics","Communication, Tableau, Python, SQL",8.46,Yes,Google Data Analytics,No,MSc in Data Science,Data Scientist
Female,BBA,Engineering,"Product Strategy, Leadership","JIRA, Teamwork, Communication, Data Analysis",6.63,Yes,Agile Certified Practitioner,Yes,No Masters,Product Manager
Male,BSc,Electronics,"Ethical Hacking, Travel, Networking, Cyber Security","Linux, Ethical Hacking, Cryptography",6.96,Yes,CompTIA Security+,Yes,MS in Information Security,Cybersecurity Analyst
Female,B.Tech,Mathematics,"Research, Travel","NLP, Teamwork, Deep Learning",9.3,Yes,Deep Learning Specialization,Yes,MSc in Mathematics,AI Research Scientist
Male,Diploma,Information Technology,"Networking, System Administration, Reading","Firewalls, Linux, TCP/IP, CCNA, Routing",8.69,Yes,CCNP,Yes,No Masters,Network Engineer
Male,B.Tech,Computer Science,"Networking, Ethical Hacking","Excel, Teamwork, Linux",7.1,No,None,Yes,MS in Information Security,Cybersecurity Analyst
Male,B.Tech,Visual Arts,"Travel, Creativity, User Experience, Graphic Design","Teamwork, Git, Adobe XD, Prototyping, Figma",8.45,No,None,Yes,MS in Human-Computer Interaction,UI/UX Designer
Female,B.Tech,Computer Science,"Photography, Hardware, Networking, System Administration","Routing, TCP/IP, Git",6.23,No,None,Yes,No Masters,Network Engineer
Female,BBA,Management,"Leadership, Photography, Market Research","JIRA, Communication, Roadmapping",7.53,Yes,Scrum Master PSM,No,MS in Product Management,Product Manager
Male,B.Tech,Information Technology,"Ethical Hacking, Reading, Networking, Cyber Security","SQL, Network Security, Python, Linux, Cryptography",8.41,No,None,Yes,No Masters,Cybersecurity Analyst
Male,BSc,Computer Science,"System Administration, Reading, Networking","TCP/IP, Communication, Linux, Firewalls",6.95,Yes,Juniper JNCIA,Yes,No Masters,Network Engineer
Male,BSc,Computer Science,"Cyber Security, Cooking","Teamwork, SQL, Linux, Python",8.62,Yes,CompTIA Security+,Yes,No Masters,Cybersecurity Analyst
Male,MSc,Computer Science,"Mathematics, Research, Sports, Artificial Intelligence","Research Writing, Deep Learning, Python, Linux, Teamwork",9.84,No,None,Yes,M.Tech in AI,AI Research Scientist
Female,MSc,Physics,"Mathematics, Reading, Artificial Intelligence, Research","Mathematics, Research Writing, Teamwork",8.4,No,None,Yes,MS in Machine Learning,AI Research Scientist
Male,BBA,Computer Science,"Management, Business Strategy","Communication, Git, Project Management",6.46,Yes,CBAP Certification,Yes,MS in Business Analytics,Business Analyst
Male,BSc,Computer Science,"Gaming, Software Development, Programming, Problem Solving","Python, Java, SQL, C++, Git",9.37,Yes,Google Associate Engineer,No,No Masters,Software Engineer
Male,BCA,Computer Science,"Music, Programming","Java, Flutter, Kotlin",6.46,Yes,React Native Certificate,Yes,No Masters,Mobile App Developer
Male,BSc,Computer Science,"Frontend Development, Web Design, UI Design","Communication, CSS, React, Linux",7.43,Yes,Full Stack Web Development,Yes,No Masters,Web Developer
Male,BSc,Information Technology,"Database Management, Cooking, Data Modeling","Teamwork, MySQL, Oracle, SQL, Git",7.27,Yes,PostgreSQL Associate,Yes,MCA,Database Administrator
Female,BCA,Design,"Creativity, User Experience","Excel, Photoshop, Adobe XD",7.78,Yes,Google UX Design Certificate,No,M.Des,UI/UX Designer
Male,BSc,Information Technology,"Gaming, Automation, Networking, Cloud Infrastructure","AWS, Terraform, GCP, SQL",7.56,Yes,Microsoft Azure Administrator,Yes,MS in Computer Networks,Cloud Engineer
Male,BSc,Computer Science,"Research, Mathematics","Python, Linux, Deep Learning, NLP, Mathematics",8.99,Yes,Reinforcement Learning Specialization,Yes,MSc in Statistics,AI Research Scientist
Male,BSc,Computer Science,"Photography, User Experience","Photoshop, Teamwork, SQL, Figma, Prototyping",7.25,Yes,Google UX Design Certificate,No,M.Des,UI/UX Designer
Male,BCA,Computer Science,"Gaming, Problem Solving, Software Development, Programming","Communication, Git, SQL, Java, Python",8.11,Yes,Microsoft Azure Fundamentals,No,No Masters,Software Engineer
Female,BCA,Computer Science,"App Development, Sports, Programming, Design","React Native, Teamwork, Kotlin",8.72,Yes,React Native Certificate,Yes,MCA,Mobile App Developer
Male,B.Tech,Web Technology,"Reading, Frontend Development","JavaScript, CSS, Communication, React",6.33,No,None,Yes,No Masters,Web Developer
Male,BCA,Computer Science,"Gaming, Web Design, Frontend Development","JavaScript, HTML, CSS, Communication, SQL",7.23,Yes,Full Stack Web Development,Yes,MCA,Web Developer
Female,BCA,Web Technology,"Frontend Development, UI Design, Reading, Web Design","HTML, Linux, Problem Solving, Node.js, JavaScript",6.05,Yes,freeCodeCamp Web Dev,Yes,M.Tech in CS,Web Developer
Male,BSc,Computer Science,"Networking, Hardware, Music","Linux, TCP/IP, Routing",8.65,No,None,No,No Masters,Network Engineer
Male,BCA,Information Technology,"Design, App Development","Kotlin, Flutter, React Native",6.31,Yes,Apple Swift Certification,Yes,No Masters,Mobile App Developer
Female,BSc,Electronics,"Research, Deep Learning","Mathematics, Communication, TensorFlow, Python, PyTorch",9.53,Yes,AWS ML Specialty,Yes,No Masters,Machine Learning Engineer
Female,BBA,Business Administration,"IT Management, Business Analysis, Consulting, Photography","Communication, SQL, Excel, Project Management, Git",7.82,Yes,Microsoft 365 Fundamentals,Yes,MCA,IT Consultant
Female,BSc,Computer Science,"Automation, Music","CI/CD, Kubernetes, Docker, Linux, AWS",9.01,Yes,Docker Certified Associate,Yes,M.Tech in CS,DevOps Engineer
Male,BSc,Computer Science,"Database Management, Music, Backend","MySQL, Oracle, PostgreSQL",7.45,Yes,Oracle DBA Certification,Yes,No Masters,Database Administrator
Female,B.Tech,Electronics,"Photography, Cloud Computing, System Design","Kubernetes, Linux, Docker, AWS",7.74,Yes,Docker Certified Associate,Yes,M.Tech in CS,DevOps Engineer
Male,BSc,Mathematics,"Data Modeling, Backend, Database Management","MySQL, Git, PostgreSQL, MongoDB, Oracle",6.28,Yes,MongoDB DBA,Yes,MCA,Database Administrator
Male,BSc,Electronics,"Networking, Ethical Hacking","Linux, Python, Problem Solving",8.48,Yes,CEH Ethical Hacker,No,No Masters,Cybersecurity Analyst
Female,BSc,Information Technology,"Frontend Development, Web Design","JavaScript, Excel, Communication",8.95,Yes,Google UX Design,Yes,No Masters,Web Developer
Male,BCA,Computer Science,"Web Design, Sports, Frontend Development","HTML, Problem Solving, Node.js, React",7.67,Yes,Google UX Design,Yes,M.Tech in CS,Web Developer
Female,BCA,Computer Science,"Consulting, IT Management, Business Analysis","Excel, Project Management, Communication, Linux, Git",7.45,No,None,No,MS in Information Systems,IT Consultant
Male,B.Tech,Electronics,"Automation, Cloud Infrastructure, Sports, Networking","Terraform, Linux, Communication, GCP",7.72,No,None,No,MS in Computer Networks,Cloud Engineer
Male,Diploma,Electronics,"Networking, System Administration, Hardware, Reading","Excel, TCP/IP, Routing, CCNA, Firewalls",7.29,Yes,CompTIA Network+,No,No Masters,Network Engineer
Female,B.Tech,Business Administration,"Reading, Leadership, Market Research, Product Strategy","Problem Solving, JIRA, Data Analysis",9.21,No,None,Yes,M.Tech in CS,Product Manager
Female,BSc,Computer Science,"Market Research, Photography, Product Strategy","Git, Problem Solving, Communication, JIRA",8.98,No,None,No,MS in Product Management,Product Manager
Male,BBA,Business Administration,"Product Strategy, Cooking","Agile, Teamwork, Roadmapping",7.98,No,None,Yes,MS in Product Management,Product Manager
Female,B.Tech,Mathematics,"Research, Artificial Intelligence, Deep Learning, Gaming","Mathematics, Problem Solving, Python, Machine Learning",9.01,Yes,TensorFlow Developer Certificate,Yes,No Masters,Machine Learning Engineer
Female,BCA,Computer Science,"Programming, Music","Git, C++, Python",6.64,Yes,Oracle Java Certification,Yes,No Masters,Software Engineer
Male,BCA,Computer Science,"Software Development, Reading, Programming","Linux, Java, Problem Solving, C++, Python",9.49,Yes,Google Associate Engineer,No,M.Tech in CS,Software Engineer
Female,BCA,Management,"IT Management, Gaming, Business Analysis","Teamwork, Git, ERP Systems, Communication",8.75,Yes,Microsoft 365 Fundamentals,No,No Masters,IT Consultant
Female,B.Tech,Electronics,"Research, Photography","TensorFlow, Teamwork, Python, Mathematics",8.7,Yes,Google ML Engineer,No,MS in Machine Learning,Machine Learning Engineer
Male,BCA,Computer Science,"Programming, Problem Solving","Git, Linux, Problem Solving",7.52,Yes,Microsoft Azure Fundamentals,No,M.Tech in CS,Software Engineer
Male,BBA,Business Administration,"IT Management, Music, Consulting","Excel, Linux, Communication",8.11,No,None,No,No Masters,IT Consultant
Male,BCA,Information Technology,"Design, Programming, App Development","Java, Flutter, React Native, Swift, Kotlin",8.62,No,None,No,M.Tech in CS,Mobile App Developer
Male,BSc,Computer Science,"Business Strategy, Travel, Management","Linux, Excel, Communication, Problem Solving",6.98,Yes,Power BI Certificate,No,MCA,Business Analyst
Male,BBA,Engineering,"Leadership, Market Research, Cooking, Product Strategy","SQL, JIRA, Communication, Roadmapping, Agile",8.02,No,None,Yes,M.Tech in CS,Product Manager
Male,BBA,Management,"Product Strategy, Market Research","Roadmapping, Agile, Teamwork, Excel",8.27,Yes,Certified Product Manager,Yes,No Masters,Product Manager
Male,BSc,Mathematics,"Backend, Cooking, Database Management, Data Modeling","PostgreSQL, Problem Solving, SQL, Communication",7.32,Yes,MongoDB DBA,Yes,M.Tech in CS,Database Administrator
Male,BCA,Information Technology,"App Development, Travel","SQL, Java, Flutter, React Native, Teamwork",6.57,Yes,Apple Swift Certification,Yes,No Masters,Mobile App Developer
Male,B.Tech,Electronics,"Photography, Ethical Hacking","Communication, Linux, Problem Solving, Ethical Hacking, Network Security",8.41,No,None,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BCA,Software Engineering,"Programming, Software Development","SQL, Java, Python",8.37,No,None,Yes,No Masters,Software Engineer
Female,BSc,Mathematics,"Research, Photography, Deep Learning, Artificial Intelligence","Communication, Mathematics, Linux, Machine Learning, PyTorch",7.58,No,None,Yes,No Masters,Machine Learning Engineer
Male,Diploma,Electronics,"Hardware, Networking, Cooking","TCP/IP, Teamwork, CCNA, Routing",7.57,No,None,Yes,M.Tech in Networking,Network Engineer
Female,B.Tech,Mathematics,"Data Analysis, Sports","Communication, Python, Excel",7.62,No,None,No,M.Tech in Data Science,Data Scientist
Male,BBA,Engineering,"Market Research, Music","Roadmapping, SQL, Agile, JIRA, Data Analysis",8.24,Yes,Google Project Management,No,M.Tech in CS,Product Manager
Male,BCA,Information Technology,"Backend, Data Modeling, Database Management","Problem Solving, Oracle, MySQL, SQL, PostgreSQL",8.13,Yes,Oracle DBA Certification,Yes,MCA,Database Administrator
Male,B.Tech,Electronics,"Ethical Hacking, Travel, Cyber Security, Networking","Cryptography, Ethical Hacking, Problem Solving",7.92,No,None,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Female,Diploma,Information Technology,"Reading, Networking, Hardware, System Administration","Routing, TCP/IP, CCNA, Linux",7.14,Yes,Juniper JNCIA,Yes,No Masters,Network Engineer
Male,B.Tech,Computer Science,"System Design, Automation, Cooking, Cloud Computing","Kubernetes, Linux, AWS",9.36,No,None,No,MS in Cloud Computing,DevOps Engineer
Male,BSc,Statistics,"Mathematics, Gaming","Research Writing, Deep Learning, Communication, Mathematics, Linux",9.23,No,None,Yes,MSc in Mathematics,AI Research Scientist
Male,BDes,Visual Arts,"Graphic Design, Sports","Prototyping, Figma, Sketch, Adobe XD",6.56,No,None,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BSc,Electronics,"Gaming, System Administration","Linux, SQL, CCNA, Firewalls",8.38,Yes,CCNP,No,MS in Telecommunications,Network Engineer
Male,BCA,Software Engineering,"Design, App Development, Reading, Programming","Linux, React Native, Kotlin, Java, Flutter",6.24,Yes,Apple Swift Certification,No,M.Tech in CS,Mobile App Developer
Female,BSc,Electronics,"Travel, Cloud Infrastructure, Networking","Azure, Problem Solving, Communication",7.54,No,None,Yes,M.Tech in Cloud,Cloud Engineer
Male,BBA,Information Technology,"IT Management, Consulting, Music","Project Management, ERP Systems, Excel, Linux, SQL",7.74,Yes,SAP Consultant,Yes,No Masters,IT Consultant
Male,BCom,Computer Science,"Travel, Data Analysis, Business Strategy","Project Management, Power BI, Excel, Communication, Teamwork",7.93,Yes,Google Data Analytics,No,MS in Business Analytics,Business Analyst
Female,BSc,Electronics,"Music, Cyber Security, Ethical Hacking, Networking","Python, Communication, Network Security, Cryptography",9.09,No,None,No,No Masters,Cybersecurity Analyst
Female,BSc,Design,"User Experience, Photography, Creativity","Prototyping, Git, Adobe XD, Photoshop, Sketch",8.28,No,None,Yes,No Masters,UI/UX Designer
Male,BSc,Management,"Leadership, Market Research","Agile, JIRA, Roadmapping",7.74,No,None,Yes,M.Tech in CS,Product Manager
Female,Diploma,Computer Science,"Hardware, Music","Firewalls, CCNA, Linux, Excel, Teamwork",6.58,No,None,Yes,No Masters,Network Engineer
Female,B.Tech,Software Engineering,"App Development, Design, Photography","Kotlin, SQL, Excel",6.09,Yes,Apple Swift Certification,Yes,MCA,Mobile App Developer
Female,BSc,Information Technology,"System Administration, Networking, Hardware","CCNA, Linux, TCP/IP",7.09,No,None,Yes,M.Tech in Networking,Network Engineer
Male,BSc,Computer Science,"Management, Reading","Problem Solving, Communication, SQL, Power BI, Project Management",6.5,Yes,Google Data Analytics,Yes,MS in Business Analytics,Business Analyst
Male,B.Tech,Electronics,"Cloud Infrastructure, Networking, Automation, Cooking","GCP, Terraform, Communication, AWS",9.19,Yes,AWS Solutions Architect,Yes,No Masters,Cloud Engineer
Female,B.Tech,Computer Science,"Web Design, Sports","HTML, React, JavaScript, Communication",8.51,Yes,Meta Front-End Developer,Yes,M.Tech in CS,Web Developer
Female,B.Tech,Information Technology,"Automation, Music, Networking","Git, Linux, Excel, GCP",7.96,Yes,AWS Solutions Architect,Yes,M.Tech in Cloud,Cloud Engineer
Male,B.Tech,Computer Science,"Web Design, Sports, UI Design, Frontend Development","JavaScript, React, Linux",8.6,No,None,Yes,M.Tech in CS,Web Developer
Male,B.Tech,Information Technology,"Reading, Networking, Automation, Cloud Infrastructure","Linux, Communication, Terraform",7.55,Yes,Google Cloud Professional,Yes,No Masters,Cloud Engineer
Female,BCA,Computer Science,"Problem Solving, Gaming, Programming, Software Development","Python, SQL, Git, Java, Excel",7.11,No,None,No,M.Tech in CS,Software Engineer
Male,BSc,Computer Science,"Deep Learning, Research, Reading, Artificial Intelligence","Machine Learning, Python, Mathematics, TensorFlow, Communication",9.43,Yes,Google ML Engineer,No,MS in Machine Learning,Machine Learning Engineer
Male,BCA,Information Technology,"Business Analysis, Sports, Consulting","Communication, Linux, Project Management",6.72,Yes,Microsoft 365 Fundamentals,No,MCA,IT Consultant
Female,BCA,Information Technology,"Design, Programming","Linux, Flutter, Java",7.99,No,None,Yes,MCA,Mobile App Developer
Male,B.Tech,Business Administration,"Leadership, Photography, Product Strategy, Market Research","Teamwork, Roadmapping, Communication, Data Analysis",6.77,Yes,Google Project Management,Yes,M.Tech in CS,Product Manager
Male,B.Tech,Computer Science,"Cooking, System Design","CI/CD, Linux, Communication, AWS, Teamwork",7.26,No,None,No,MS in Cloud Computing,DevOps Engineer
Female,B.Tech,Computer Science,"Business Strategy, Management, Data Analysis, Reading","Power BI, Project Management, Excel",7.68,Yes,PMI-PBA,Yes,No Masters,Business Analyst
Female,BCA,Software Engineering,"App Development, Sports, Design","Problem Solving, Java, Flutter, Kotlin, Swift",7.49,No,None,Yes,M.Tech in CS,Mobile App Developer
Male,BCA,Software Engineering,"Programming, Design, App Development, Gaming","Swift, Java, Problem Solving, Excel, React Native",8.52,No,None,Yes,No Masters,Mobile App Developer
Female,BDes,Visual Arts,"User Experience, Reading, Creativity","SQL, Figma, Teamwork, Adobe XD",6.15,No,None,Yes,No Masters,UI/UX Designer
Male,B.Tech,Information Technology,"Design, App Development","React Native, Swift, Java",7.54,No,None,Yes,M.Tech in CS,Mobile App Developer
Female,B.Tech,Information Technology,"Automation, Cloud Infrastructure","GCP, Linux, Azure",9.19,Yes,AWS Solutions Architect,Yes,M.Tech in Cloud,Cloud Engineer
Male,B.Tech,Information Technology,"App Development, Design, Music, Programming","Kotlin, React Native, Problem Solving, Swift, Java",7.79,No,None,No,No Masters,Mobile App Developer
Male,BSc,Electronics,"Gaming, Cyber Security, Networking","Ethical Hacking, Linux, Network Security, Python",7.08,Yes,CEH Ethical Hacker,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BSc,Management,"Data Analysis, Business Strategy, Cooking, Management","Git, SQL, Communication, Power BI, Linux",8.16,Yes,CBAP Certification,Yes,MBA,Business Analyst
Male,BCom,Computer Science,"Photography, Business Strategy, Management, Data Analysis","Project Management, SQL, Communication",6.7,No,None,Yes,MBA,Business Analyst
Female,BSc,Computer Science,"Gaming, Market Research, Product Strategy, Leadership","Communication, JIRA, Roadmapping, Data Analysis",6.81,No,None,Yes,MBA,Product Manager
Male,BCA,Information Technology,"Reading, Frontend Development, UI Design","Node.js, CSS, SQL, React",6.12,No,None,No,No Masters,Web Developer
Male,BCA,Information Technology,"Software Development, Music, Problem Solving","Java, Linux, Python",9.39,No,None,Yes,MS in Software Engineering,Software Engineer
Female,BCA,Management,"IT Management, Gaming, Business Analysis","SQL, Problem Solving, Excel",7.2,No,None,Yes,No Masters,IT Consultant
Female,BCA,Information Technology,"Frontend Development, Travel, UI Design","SQL, CSS, HTML, Git",8.04,No,None,Yes,M.Tech in CS,Web Developer
Female,BCom,Commerce,"Data Analysis, Business Strategy, Management, Cooking","Excel, SQL, Project Management, Communication",7.51,Yes,Power BI Certificate,Yes,MS in Business Analytics,Business Analyst
Female,BSc,Electronics,"Artificial Intelligence, Deep Learning, Research","Python, Machine Learning, PyTorch, Excel, Teamwork",8.45,Yes,TensorFlow Developer Certificate,Yes,M.Tech in AI,Machine Learning Engineer
Female,BCom,Information Technology,"Consulting, IT Management","ERP Systems, SQL, Excel",8.31,Yes,PMP Certification,Yes,No Masters,IT Consultant
Male,BSc,Information Technology,"Automation, Gaming","Excel, AWS, GCP, Azure",7.93,No,None,Yes,No Masters,Cloud Engineer
Male,BSc,Mathematics,"Music, Statistics, Data Analysis, Machine Learning","Git, Machine Learning, Linux",9.03,Yes,Coursera ML Specialization,Yes,MS in Statistics,Data Scientist
Male,B.Tech,Information Technology,"Gaming, Problem Solving, Software Development","Git, Java, Python, Problem Solving",9.0,No,None,Yes,No Masters,Software Engineer
Male,B.Tech,Information Technology,"Automation, Cloud Computing, System Design, Gaming","Kubernetes, Docker, AWS",7.54,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Male,BSc,Computer Science,"Photography, Machine Learning","SQL, Machine Learning, Python",8.11,Yes,Google Data Analytics,Yes,MSc in Data Science,Data Scientist
